page,index_on_page,start_date_text,start_date_datetime,title,url,institution,excerpt,counts_text
6,9,5 April 2026,2026-04-05 01:00:00,"Life-course risk factors for cardiometabolic diseases: influence of early-life risk factors, risk factor trajectories and generations",https://www.ukbiobank.ac.uk/projects/life-course-risk-factors-for-cardiometabolic-diseases-influence-of-early-life-risk-factors-risk-factor-trajectories-and-generations/,"Leiden University Medical Centre, Netherlands","Cardiovascular risk assessment, such as with the Framingham risk and SCORE2 scores, is largely based on the analyses of cross-sectional measures of cardiovascular risk factors,…",51 to 60 of 6936 results found
6,10,5 April 2026,2026-04-05 01:00:00,Assessing Environmental Pollutant Impact on Cancer,https://www.ukbiobank.ac.uk/projects/assessing-environmental-pollutant-impact-on-cancer/,"Xi'an Jiaotong University, China",Research Questions: (1) What are the epidemiological associations between environmental pollutant exposure and the risk of specific cancers and which populations can be identified…,51 to 60 of 6936 results found
7,1,5 April 2026,2026-04-05 01:00:00,Metabolic and Neural Influences on Cardiovascular Disorders,https://www.ukbiobank.ac.uk/projects/metabolic-and-neural-influences-on-cardiovascular-disorders/,"China Heart House, China",This project aims to investigate the joint influence of metabolic function and neural system activity on the development and progression of cardiovascular disorders. The central…,61 to 70 of 6936 results found
7,2,2 April 2026,2026-04-02 01:00:00,The interplay of chronic kidney disease (CKD) and cardiovascular risk factor on long term cardiorenal outcomes,https://www.ukbiobank.ac.uk/projects/the-interplay-of-chronic-kidney-disease-ckd-and-cardiovascular-risk-factor-on-long-term-cardiorenal-outcomes/,"Sunnybrook Research Institute, Canada","The overarching goal of this project is to evaluate the interplay between cardiovascular (CV) and kidney disease, and their implications on health outcomes. The work…",61 to 70 of 6936 results found
7,3,2 April 2026,2026-04-02 01:00:00,Characterizing ethnically diverse people with type 2 diabetes across ages at diagnosis,https://www.ukbiobank.ac.uk/projects/characterizing-ethnically-diverse-people-with-type-2-diabetes-across-ages-at-diagnosis/,"University Health Network, Canada",People diagnosed with type 2 diabetes (T2D) at a young age face (defined as T2D diagnosed before age 40 years) markedly higher lifelong risks of…,61 to 70 of 6936 results found
7,4,1 April 2026,2026-04-01 01:00:00,"The risk factors, risks and prognostic factors of female reproductive health-related diseases and the construction of an accurate prediction model",https://www.ukbiobank.ac.uk/projects/the-risk-factors-risks-and-prognostic-factors-of-female-reproductive-health-related-diseases-and-the-construction-of-an-accurate-prediction-model/,"Peking University Third Hospital, China","Through UKB data, the genetic basis, environmental factors and lifestyle influences of reproductive health are revealed, providing a scientific basis for formulating personalized prevention and…",61 to 70 of 6936 results found
7,5,1 April 2026,2026-04-01 01:00:00,Effect of SGLT2 inhibitor on circulating exocrine atherosclerotic phenotype in diabetes patients and its association with plaque stability,https://www.ukbiobank.ac.uk/projects/effect-of-sglt2-inhibitor-on-circulating-exocrine-atherosclerotic-phenotype-in-diabetes-patients-and-its-association-with-plaque-stability/,"Shanghai Jiao Tong University School of Medicine., China","Research Questions! Do SGLT2 inhibitors alter the pro-atherosclerotic phenotype of circulating exosomes (e.g., levels of pro-inflammatory miRNAs, cytokines, or lipid cargo) in patients with…",61 to 70 of 6936 results found
7,6,31 March 2026,2026-03-31 01:00:00,Sarcopenia Trajectories and Cardiovascular Multimorbidity: Investigating the Mediating Role of Metabolic Dysfunction-Associated Steatohepatitis in the UK Biobank,https://www.ukbiobank.ac.uk/projects/sarcopenia-trajectories-and-cardiovascular-multimorbidity-investigating-the-mediating-role-of-metabolic-dysfunction-associated-steatohepatitis-in-the-uk-biobank/,"Peking University First Hospital, China","Sarcopenia, characterized by progressive loss of skeletal muscle mass and strength, is increasingly recognized as an important determinant of cardiometabolic health. Previous studies have reported…",61 to 70 of 6936 results found
7,7,30 March 2026,2026-03-30 01:00:00,"Exploring interindividual factors and differences determining osteoporosis risk by synthetic glucocorticoid use, applying an integrative approach in UK biobank",https://www.ukbiobank.ac.uk/projects/exploring-interindividual-factors-and-differences-determining-osteoporosis-risk-by-synthetic-glucocorticoid-use-applying-an-integrative-approach-in-uk-biobank/,"Leiden University Medical Centre, Netherlands","Approximately 3% of the global population receives long term glucocorticoid (GC) therapy. However, prolonged GC exposure often leads to glucocorticoid induced osteoporosis (GIOP). It is…",61 to 70 of 6936 results found
7,8,30 March 2026,2026-03-30 01:00:00,"The Role of Catecholamine Pathways in Coronary Artery Disease, Cardiometabolic Risk, and Cardiac Outcomes.",https://www.ukbiobank.ac.uk/projects/the-role-of-catecholamine-pathways-in-coronary-artery-disease-cardiometabolic-risk-and-cardiac-outcomes/,"University of Oxford, Great Britain","Heart disease is one of the leading causes of morbidity and mortality worldwide. Even though we know that factors such as cholesterol, blood pressure and…",61 to 70 of 6936 results found
7,9,28 March 2026,2026-03-28 00:00:00,"Work, lifestyle and brain health in UK adults: links with cognitive function",https://www.ukbiobank.ac.uk/projects/work-lifestyle-and-brain-health-in-uk-adults-links-with-cognitive-function/,"University of Nottingham Ningbo Campus, China","Work is a central part of adult life. It shapes daily routines, social contacts and financial security. It may also influence how people think, remember…",61 to 70 of 6936 results found
7,10,28 March 2026,2026-03-28 00:00:00,Genetics and Genomics of Cardiovascular Diseases using multi-modal data,https://www.ukbiobank.ac.uk/projects/genetics-and-genomics-of-cardiovascular-diseases-using-multi-modal-data/,"Max Delbruck Center for Molecular Medicine, Germany","The main aim of this project is to investigate cardiovascular diseases, e.g., heart failure with preserved ejection fraction (HFpEF) or dilated cardiomyopathy, using a wide…",61 to 70 of 6936 results found
8,1,28 March 2026,2026-03-28 00:00:00,Clinical Translation and Validation of Genomic Foundation Models for Precision Medicine: A Population-Scale Study Using UK Biobank Data,https://www.ukbiobank.ac.uk/projects/clinical-translation-and-validation-of-genomic-foundation-models-for-precision-medicine-a-population-scale-study-using-uk-biobank-data/,"Mayo Clinic, United States of America","Research Questions: 1. How do multiple genomic foundation models (GFMs) translate to clinical disease prediction, subtype classification, and treatment selection across diverse populations?…",71 to 80 of 6936 results found
8,2,28 March 2026,2026-03-28 00:00:00,longitudinal multimodal intelligence for trustworthy prediction and reasoning of time-to-onset and progression of diabetic retinopathy in UK Biobank,https://www.ukbiobank.ac.uk/projects/longitudinal-multimodal-intelligence-for-trustworthy-prediction-and-reasoning-of-time-to-onset-and-progression-of-diabetic-retinopathy-in-uk-biobank/,"Oklahoma State University, United States of America","Diabetic retinopathy (DR) is a leading cause of preventable blindness, yet current “one-size-fits-all” screening intervals ignore large differences in individual risk. This project will use…",71 to 80 of 6936 results found
8,3,28 March 2026,2026-03-28 00:00:00,"Physical activity, cancer therapy exposure and ageing in relation to fracture risk: multimodal analyses using UK Biobank imaging and linked health records",https://www.ukbiobank.ac.uk/projects/physical-activity-cancer-therapy-exposure-and-ageing-in-relation-to-fracture-risk-multimodal-analyses-using-uk-biobank-imaging-and-linked-health-records/,"Southern Medical University, China","Bone fractures are a major cause of pain, disability and loss of independence as people age. People with cancer may also experience higher fracture risk…",71 to 80 of 6936 results found
8,4,28 March 2026,2026-03-28 00:00:00,Association of Winter Morning Physical Activity with Atherosclerotic Progression and Ischemic Stroke,https://www.ukbiobank.ac.uk/projects/association-of-winter-morning-physical-activity-with-atherosclerotic-progression-and-ischemic-stroke/,"First Affiliated Hospital of Soochow University, China",This project aims to investigate the association between objectively measured morning physical activity during winter and the risk of atherosclerotic progression and ischemic stroke.,71 to 80 of 6936 results found
8,5,28 March 2026,2026-03-28 00:00:00,Association between splenectomy and thrombotic and inflammatory outcomes,https://www.ukbiobank.ac.uk/projects/association-between-splenectomy-and-thrombotic-and-inflammatory-outcomes/,"Klinikum der Universität München, Germany",Platelets are essential for haemostasis and are key mediators of thrombo-inflammatory disease. Circulating activated or hyperresponsive platelets are linked to adverse cardiovascular outcomes.Our experimental data…,71 to 80 of 6936 results found
8,6,28 March 2026,2026-03-28 00:00:00,Omics Analysis of Infectious versus Non-Infectious Cardiac Diseases,https://www.ukbiobank.ac.uk/projects/omics-analysis-of-infectious-versus-non-infectious-cardiac-diseases/,"University of Shanghai for Science and Technology, China",This study aims to investigate the genetic and multi-omics differences between infectious heart diseases and non-infectious heart diseases. The study aims to achieve the following…,71 to 80 of 6936 results found
8,7,28 March 2026,2026-03-28 00:00:00,Genetic and phenotyping variables driving cardiovascular disease and cancer: a multi-system integration,https://www.ukbiobank.ac.uk/projects/genetic-and-phenotyping-variables-driving-cardiovascular-disease-and-cancer-a-multi-system-integration/,"University Hospital Essen, Germany","Cardiovascular disease (CVD) and cancer are leading causes of death and comprise heterogeneous clinical phenotypes with diverse risk factors, disease courses, and treatments. Increasing evidence…",71 to 80 of 6936 results found
8,8,28 March 2026,2026-03-28 00:00:00,Genetic Clustering of Inflammatory and Autoimmune Disorders,https://www.ukbiobank.ac.uk/projects/genetic-clustering-of-inflammatory-and-autoimmune-disorders/,"Mayo Clinic Arizona, United States of America",Clustering immune-related diseases and analyzing them with genetic approaches provides a powerful framework for understanding shared mechanisms across immune-mediated conditions. Many disorders-including systemic autoimmune connective…,71 to 80 of 6936 results found
8,9,28 March 2026,2026-03-28 00:00:00,"Integrating Clonal Hematopoiesis (CHIP) with Blood-Based Biomarkers, Proteomics and Genetics for Prediction and Causal Inference of Hematologic Malignancies in UK Biobank",https://www.ukbiobank.ac.uk/projects/integrating-clonal-hematopoiesis-chip-with-blood-based-biomarkers-proteomics-and-genetics-for-prediction-and-causal-inference-of-hematologic-malignancies-in-uk-biobank/,"Air Force Medical University, China","Background: Hematologic malignancies constitute a major cause of global morbidity and mortality. Clonal hematopoiesis of indeterminate potential (CHIP) is a key pre-malignant state, defined by…",71 to 80 of 6936 results found
