app_id,start_date,month,pre_post_july_2024,title,institution,website_url,HIGH_SENSITIVITY,LOWER_SENSITIVITY_COMPARISON,LOW_STRICT,hs_wes_wgs_sequence,hs_s3_direct,hs_s3_text,hs_o2_field,hs_restricted_field,linked_field_count,linked_s3_field_count,linked_s3_field_count_timing_conservative,linked_o2_field_count,linked_restricted_field_count,field_debut_after_project_start,field_debut_after_project_start_ids,control_layer,control_evidence_type,control_matched_term,control_inferred_product,previous_classification,previous_confidence,legacy_route_modalities,already_rap_modalities,hs_sequence_product_term,hs_sequence_product_source,hs_sequence_product_excerpt,hs_s3_text_term,hs_s3_text_source,hs_s3_text_source_field_ids,hs_s3_text_source_field_titles,hs_s3_text_family,hs_s3_text_excerpt,evidence_source,evidence_detail,classification_reason
3071,2015-10-01,2015-10,pre_july_2024,Genetic epidemiology of melanoma and melanoma survival,University of Leeds,https://www.ukbiobank.ac.uk/projects/genetic-epidemiology-of-melanoma-and-melanoma-survival/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
3139,2013-09-16,2013-09,pre_july_2024,Association between arterial stiffness index and risk of cardiovascular disease,Imperial College London,https://www.ukbiobank.ac.uk/projects/association-between-arterial-stiffness-index-and-risk-of-cardiovascular-disease/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
3173,2017-03-01,2017-03,pre_july_2024,"A multi-level approach to better understand the association between physical activity and sedentary behaviour, and cancer risk.",Queen's University Belfast,https://www.ukbiobank.ac.uk/projects/a-multi-level-approach-to-better-understand-the-association-between-physical-activity-and-sedentary-behaviour-and-cancer-risk/,0,1,0,0,0,0,1,1,1,0,0,1,1,1,20142,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|ENVIRONMENT_GEOSPATIAL|GENOTYPING_IMPUTATION|LINKED_HEALTH_RECORDS|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,o2_field_ids=20142; restricted_field_ids=20142,no identified high evidence under the observable proxy
3224,2014-07-01,2014-07,pre_july_2024,"Health satisfaction of individuals diagnosed with coeliacs disease, IBD and healthy controls",Temple University,https://www.ukbiobank.ac.uk/projects/health-satisfaction-of-individuals-diagnosed-with-coeliacs-disease-ibd-and-healthy-controls/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
3248,2013-06-30,2013-06,pre_july_2024,Hormones and Breast Cancer Consortium: Risk factors for breast cancer,University of Oxford,https://www.ukbiobank.ac.uk/projects/hormones-and-breast-cancer-consortium-risk-factors-for-breast-cancer/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
3282,2013-06-30,2013-06,pre_july_2024,Prostate Cancer Epidemiology Consortium: Risk factors for prostate cancer,University of Oxford,https://www.ukbiobank.ac.uk/projects/prostate-cancer-epidemiology-consortium-risk-factors-for-prostate-cancer/,0,1,0,0,0,0,1,1,1,0,0,1,1,1,20142,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,o2_field_ids=20142; restricted_field_ids=20142,no identified high evidence under the observable proxy
3398,2014-01-01,2014-01,pre_july_2024,"Effects of the use of computer games, internet use and mobile phone use on the physical and mental health of the UK Biobank population",Imperial College London,https://www.ukbiobank.ac.uk/projects/effects-of-the-use-of-computer-games-internet-use-and-mobile-phone-use-on-the-physical-and-mental-health-of-the-uk-biobank-population/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
3474,2014-07-01,2014-07,pre_july_2024,Effects of Chronotype on Sleep Duration and Body Composition Variables,University of Pennsylvania,https://www.ukbiobank.ac.uk/projects/effects-of-chronotype-on-sleep-duration-and-body-composition-variables/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
3501,2015-10-01,2015-10,pre_july_2024,Genome-wide association studies of chronic pain and the overlap with depression.,University of Glasgow,https://www.ukbiobank.ac.uk/projects/genome-wide-association-studies-of-chronic-pain-and-the-overlap-with-depression/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
3572,2013-07-01,2013-07,pre_july_2024,The impact of hearing difficulty and hearing aids on depression and fluid intelligence,Linnaeus Centre HEAD,https://www.ukbiobank.ac.uk/projects/the-impact-of-hearing-difficulty-and-hearing-aids-on-depression-and-fluid-intelligence/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
3593,2014-09-08,2014-09,pre_july_2024,"Osteoporosis, fractures and cardiovascular risk",University of Southampton,https://www.ukbiobank.ac.uk/projects/osteoporosis-fractures-and-cardiovascular-risk/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|IMAGING|PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
3913,2016-01-01,2016-01,pre_july_2024,The genetics of HbA1c: biological pathways and impact on diabetes and cardiovascular disease risk.,University of Exeter,https://www.ukbiobank.ac.uk/projects/the-genetics-of-hba1c-biological-pathways-and-impact-on-diabetes-and-cardiovascular-disease-risk/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
3932,2013-07-11,2013-07,pre_july_2024,A risk-benefit ratio of sunlight exposure,University of Edinburgh,https://www.ukbiobank.ac.uk/projects/a-risk-benefit-ratio-of-sunlight-exposure/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
3966,2013-09-01,2013-09,pre_july_2024,"Study to indenify risk factors for RA, osteoporosis and cardiovascular disease",University of Glasgow,https://www.ukbiobank.ac.uk/projects/study-to-indenify-risk-factors-for-ra-osteoporosis-and-cardiovascular-disease/,0,1,0,0,0,0,1,1,1,0,0,1,1,1,20142,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,o2_field_ids=20142; restricted_field_ids=20142,no identified high evidence under the observable proxy
4047,2014-06-03,2014-06,pre_july_2024,Quantification of Variation in Blood,Loughborough University,https://www.ukbiobank.ac.uk/projects/quantification-of-variation-in-blood/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
4236,2018-05-29,2018-05,pre_july_2024,Natural Environments and Wellbeing in the UK,Imperial College London,https://www.ukbiobank.ac.uk/projects/natural-environments-and-wellbeing-in-the-uk/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|ENVIRONMENT_GEOSPATIAL|PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
4364,2014-01-20,2014-01,pre_july_2024,"Investigation into the inter-relationship between paternal age, traits and the incidence of diseases",University of Edinburgh,https://www.ukbiobank.ac.uk/projects/investigation-into-the-inter-relationship-between-paternal-age-traits-and-the-incidence-of-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,LINKED_HEALTH_RECORDS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
4372,2014-03-01,2014-03,pre_july_2024,GWAS on assoiations for hypertension,University of Leicester,https://www.ukbiobank.ac.uk/projects/gwas-on-assoiations-for-hypertension/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|PHYSICAL_MEASURES,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
4408,2015-06-01,2015-06,pre_july_2024,The genetics of multiple sclerosis in the UK,University of Cambridge,https://www.ukbiobank.ac.uk/projects/the-genetics-of-multiple-sclerosis-in-the-uk/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
4477,2016-06-01,2016-06,pre_july_2024,Identification and characterisation of naturally-occurring human gene knockouts.,Queen Mary University of London,https://www.ukbiobank.ac.uk/projects/identification-and-characterisation-of-naturally-occurring-human-gene-knockouts/,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,C1,explicit_sequence_data_wording,whole exome sequencing / whole-exome sequence,Whole exome sequencing data,MIXED,HIGH,GENOTYPING_IMPUTATION,WES,WES,stage3_already_rap_modalities,WES,,,,,,,explicit WES/WGS or sequence-product evidence,stage3_already_rap_modalities=WES,"concrete WES/WGS, sequence data, or sequence-product term in observable evidence"
4483,2014-05-07,2014-05,pre_july_2024,Identification of modifiable and non-modifiable correlates of sedentary behaviours and physical activity in adults aged =65 years,University of Cambridge,https://www.ukbiobank.ac.uk/projects/identification-of-modifiable-and-non-modifiable-correlates-of-sedentary-behaviours-and-physical-activity-in-adults-aged-65-years/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
4580,2015-07-01,2015-07,pre_july_2024,"Heel bone properties and fracture outcomes: Correlates, gene-environment interactions, and implications for fracture risk assessment.",University of Cambridge,https://www.ukbiobank.ac.uk/projects/heel-bone-properties-and-fracture-outcomes-correlates-gene-environment-interactions-and-implications-for-fracture-risk-assessment/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|IMAGING|PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
4669,2013-12-01,2013-12,pre_july_2024,Performance and improvement of lung cancer risk prediction models,Imperial College London,https://www.ukbiobank.ac.uk/projects/performance-and-improvement-of-lung-cancer-risk-prediction-models/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
4800,2015-07-13,2015-07,pre_july_2024,"Early life influences on cerebral small vessel disease, stroke and dementia in later life.",University of Edinburgh,https://www.ukbiobank.ac.uk/projects/early-life-influences-on-cerebral-small-vessel-disease-stroke-and-dementia-in-later-life/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|PHYSICAL_MEASURES,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
4816,2018-04-24,2018-04,pre_july_2024,Genetic determinants of Paget's disease,University of Edinburgh,https://www.ukbiobank.ac.uk/projects/genetic-determinants-of-pagets-disease/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
4844,2014-09-27,2014-09,pre_july_2024,STratifying Resilience and Depression Longitudinally (STRADL),University of Edinburgh,https://www.ukbiobank.ac.uk/projects/stratifying-resilience-and-depression-longitudinally-stradl/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|IMAGING,,,,,brain imaging,schema27_notes,20215; 20216; 20217; 20218; 20219; 20220; 20221; 20225; 20227; 20249; 20250; 20251; 20252; 20253; 20266; 26300; 31219; 31220; 31221; 31222; 31223; 31224; 31225; 31226; 31227; 31228; 31229; 31230; 31231; 31232; 31233; 31234; 31235; 31236; 31237; 31238; 31239; 31240; 31241; 31242; 31243; 31244; 1020215; 1020216; 1020217; 1020218; 1020219; 1020220; 1020221; 1020225; 1020227; 1020249; 1020250; 1020251; 1020252; 1020253; 1020266; 1026300; 2020215; 2020216; 2020217; 2020218; 2020219; 2020220; 2020221; 2020225; 2020227; 2020249; 2020250; 2020251; 2020252; 2020253; 2020266; 2026300,Scout images for brain scans - DICOM; T1 structural brain images - DICOM; Functional brain images - task - DICOM; Multiband diffusion brain images - DICOM; Susceptibility weighted brain images - DICOM; T2 FLAIR structural brain images - DICOM; T2/PD brain images - DICOM; Functional brain images - resting - DICOM; Functional brain images - resting - NIFTI; Functional brain images - task - NIFTI; Multiband diffusion brain images - NIFTI; Susceptibility weighted brain images - NIFTI; ... +62 more,Brain MRI/imaging,"...e accurately measured. 4. Identify the mechanisms underlying resilience using genetic and brain imaging data. This research seeks to use the medical, cognitive, imaging and genetic data from UKBiobank to study the mechanisms of common medical conditions and use the...",S3-derived application text,schema27_notes term=brain imaging field_family=Brain MRI/imaging,application text matched high-precision term derived from the 199 s3 Schema 1 fields
4892,2015-01-12,2015-01,pre_july_2024,"Genetic determinants of smoking, smoking cessation success and pharmacogenetics of cessation therapies",University of Leicester,https://www.ukbiobank.ac.uk/projects/genetic-determinants-of-smoking-smoking-cessation-success-and-pharmacogenetics-of-cessation-therapies/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|LINKED_HEALTH_RECORDS|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
4939,2015-05-01,2015-05,pre_july_2024,Estimation of the genetic correlation among human cancers and correlated intermediate traits and identification of pleiotropic cancer loci,University of Edinburgh,https://www.ukbiobank.ac.uk/projects/estimation-of-the-genetic-correlation-among-human-cancers-and-correlated-intermediate-traits-and-identification-of-pleiotropic-cancer-loci/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
5122,2013-10-01,2013-10,pre_july_2024,Risk factors for early menopause and association with type 2 diabetes and cardiovascular disease,University of Cambridge,https://www.ukbiobank.ac.uk/projects/risk-factors-for-early-menopause-and-association-with-type-2-diabetes-and-cardiovascular-disease/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,LINKED_HEALTH_RECORDS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
5167,2018-07-05,2018-07,pre_july_2024,The role of serum-based small molecule antioxidants in preventing and predicting age-related phenotypes and respiratory cancer,University College London,https://www.ukbiobank.ac.uk/projects/the-role-of-serum-based-small-molecule-antioxidants-in-preventing-and-predicting-age-related-phenotypes-and-respiratory-cancer/,0,1,0,0,0,0,1,1,1,0,0,1,1,1,20142,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,o2_field_ids=20142; restricted_field_ids=20142,no identified high evidence under the observable proxy
5179,2014-01-06,2014-01,pre_july_2024,"Air Pollution, Noise and Cardio-respiratory diseases-BioSHaRE Environmental Core Project",Imperial College London,https://www.ukbiobank.ac.uk/projects/air-pollution-noise-and-cardio-respiratory-diseases-bioshare-environmental-core-project/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,ENVIRONMENT_GEOSPATIAL|LINKED_HEALTH_RECORDS|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
5180,2014-07-01,2014-07,pre_july_2024,"The associations between physical activity, sedentary behaviour and muscle strength",University of Cambridge,https://www.ukbiobank.ac.uk/projects/the-associations-between-physical-activity-sedentary-behaviour-and-muscle-strength/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
5216,2015-12-14,2015-12,pre_july_2024,Fuelling health equity? The impact of the Winter Fuel Payment on the health of UK households.,University of Stirling,https://www.ukbiobank.ac.uk/projects/fuelling-health-equity-the-impact-of-the-winter-fuel-payment-on-the-health-of-uk-households/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
5237,2015-02-27,2015-02,pre_july_2024,The morbidity burden of giant cell arteritis and polymyalgia rheumatica,University of Leeds,https://www.ukbiobank.ac.uk/projects/the-morbidity-burden-of-giant-cell-arteritis-and-polymyalgia-rheumatica/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
5339,2014-09-01,2014-09,pre_july_2024,Development and validation of risk prediction model for prostate cancer,University of Manchester,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-risk-prediction-model-for-prostate-cancer/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|LINKED_HEALTH_RECORDS|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
